year_lag1,itl221cd,current_nc_year,previous_nc_year,previous_headcount
2014,TLD4,year_group_4,year_group_3,16860
2015,TLD4,year_group_4,year_group_3,16712
2016,TLD4,year_group_4,year_group_3,17268
2017,TLD4,year_group_4,year_group_3,17849
2018,TLD4,year_group_4,year_group_3,17896
2019,TLD4,year_group_4,year_group_3,17921
2020,TLD4,year_group_4,year_group_3,18373
2021,TLD4,year_group_4,year_group_3,18122
2022,TLD4,year_group_4,year_group_3,18092
2023,TLD4,year_group_4,year_group_3,17908
2012,TLE1,year_group_4,year_group_3,9197
2013,TLE1,year_group_4,year_group_3,9711
2014,TLE1,year_group_4,year_group_3,9989
2015,TLE1,year_group_4,year_group_3,10035
2016,TLE1,year_group_4,year_group_3,10503
2017,TLE1,year_group_4,year_group_3,10704
2018,TLE1,year_group_4,year_group_3,10668
2019,TLE1,year_group_4,year_group_3,10838
2020,TLE1,year_group_4,year_group_3,10950
2021,TLE1,year_group_4,year_group_3,11268
2022,TLE1,year_group_4,year_group_3,10889
2023,TLE1,year_group_4,year_group_3,10516
2012,TLE2,year_group_4,year_group_3,7474
2013,TLE2,year_group_4,year_group_3,7591
2014,TLE2,year_group_4,year_group_3,7681
2015,TLE2,year_group_4,year_group_3,7840
2016,TLE2,year_group_4,year_group_3,7725
2017,TLE2,year_group_4,year_group_3,8282
2018,TLE2,year_group_4,year_group_3,8069
2019,TLE2,year_group_4,year_group_3,8206
2020,TLE2,year_group_4,year_group_3,8219
2021,TLE2,year_group_4,year_group_3,8107
2022,TLE2,year_group_4,year_group_3,7996
2023,TLE2,year_group_4,year_group_3,8019
2012,TLF1,year_group_4,year_group_3,21310
2013,TLF1,year_group_4,year_group_3,22091
2014,TLF1,year_group_4,year_group_3,22385
2015,TLF1,year_group_4,year_group_3,23109
2016,TLF1,year_group_4,year_group_3,23869
2017,TLF1,year_group_4,year_group_3,24973
2018,TLF1,year_group_4,year_group_3,24940
2019,TLF1,year_group_4,year_group_3,25453
2020,TLF1,year_group_4,year_group_3,25970
2021,TLF1,year_group_4,year_group_3,25994
2022,TLF1,year_group_4,year_group_3,25316
2023,TLF1,year_group_4,year_group_3,25068
2012,TLF2,year_group_4,year_group_3,18710
2013,TLF2,year_group_4,year_group_3,19249
2014,TLF2,year_group_4,year_group_3,19813
2015,TLF2,year_group_4,year_group_3,20382
2016,TLF2,year_group_4,year_group_3,21214
2017,TLF2,year_group_4,year_group_3,22209
2018,TLF2,year_group_4,year_group_3,22076
2019,TLF2,year_group_4,year_group_3,22521
2020,TLF2,year_group_4,year_group_3,23069
2021,TLF2,year_group_4,year_group_3,22862
2022,TLF2,year_group_4,year_group_3,22540
2023,TLF2,year_group_4,year_group_3,22441
2012,TLG1,year_group_4,year_group_3,12640
2013,TLG1,year_group_4,year_group_3,13248
2014,TLG1,year_group_4,year_group_3,13395
2015,TLG1,year_group_4,year_group_3,13406
2016,TLG1,year_group_4,year_group_3,14054
2017,TLG1,year_group_4,year_group_3,14280
2018,TLG1,year_group_4,year_group_3,14199
2019,TLG1,year_group_4,year_group_3,14653
2020,TLG1,year_group_4,year_group_3,15093
2021,TLG1,year_group_4,year_group_3,15069
2022,TLG1,year_group_4,year_group_3,14999
2023,TLG1,year_group_4,year_group_3,14716
2012,TLG2,year_group_4,year_group_3,15792
2013,TLG2,year_group_4,year_group_3,16378
2014,TLG2,year_group_4,year_group_3,16642
2015,TLG2,year_group_4,year_group_3,16425
2016,TLG2,year_group_4,year_group_3,17362
2017,TLG2,year_group_4,year_group_3,18087
2018,TLG2,year_group_4,year_group_3,17867
2019,TLG2,year_group_4,year_group_3,18062
2020,TLG2,year_group_4,year_group_3,18607
2021,TLG2,year_group_4,year_group_3,18328
2022,TLG2,year_group_4,year_group_3,18288
2023,TLG2,year_group_4,year_group_3,18244
2012,TLK1,year_group_4,year_group_3,23895
2013,TLK1,year_group_4,year_group_3,24207
2014,TLK1,year_group_4,year_group_3,24592
2015,TLK1,year_group_4,year_group_3,25176
2016,TLK1,year_group_4,year_group_3,26445
2017,TLK1,year_group_4,year_group_3,27606
2018,TLK1,year_group_4,year_group_3,27207
2019,TLK1,year_group_4,year_group_3,28162
2020,TLK1,year_group_4,year_group_3,28713
2021,TLK1,year_group_4,year_group_3,28574
2022,TLK1,year_group_4,year_group_3,28062
2023,TLK1,year_group_4,year_group_3,27878
2012,TLK4,year_group_4,year_group_3,10834
2013,TLK4,year_group_4,year_group_3,10911
2014,TLK4,year_group_4,year_group_3,11322
2015,TLK4,year_group_4,year_group_3,11444
2016,TLK4,year_group_4,year_group_3,11920
2017,TLK4,year_group_4,year_group_3,12176
2018,TLK4,year_group_4,year_group_3,12409
2019,TLK4,year_group_4,year_group_3,12348
2020,TLK4,year_group_4,year_group_3,12765
2021,TLK4,year_group_4,year_group_3,12710
2022,TLK4,year_group_4,year_group_3,12291
2023,TLK4,year_group_4,year_group_3,12391
2012,TLH1,year_group_4,year_group_3,23274
2013,TLH1,year_group_4,year_group_3,24158
2014,TLH1,year_group_4,year_group_3,24595
2015,TLH1,year_group_4,year_group_3,24791
2016,TLH1,year_group_4,year_group_3,26154
2017,TLH1,year_group_4,year_group_3,27362
2018,TLH1,year_group_4,year_group_3,27104
2019,TLH1,year_group_4,year_group_3,27402
2020,TLH1,year_group_4,year_group_3,28061
2021,TLH1,year_group_4,year_group_3,28199
2022,TLH1,year_group_4,year_group_3,27733
2023,TLH1,year_group_4,year_group_3,27497
2012,TLH2,year_group_4,year_group_3,19702
2013,TLH2,year_group_4,year_group_3,20135
2014,TLH2,year_group_4,year_group_3,20487
2015,TLH2,year_group_4,year_group_3,21234
2016,TLH2,year_group_4,year_group_3,22079
2017,TLH2,year_group_4,year_group_3,23192
2018,TLH2,year_group_4,year_group_3,22848
2019,TLH2,year_group_4,year_group_3,23343
2020,TLH2,year_group_4,year_group_3,23904
2021,TLH2,year_group_4,year_group_3,23581
2022,TLH2,year_group_4,year_group_3,23243
2023,TLH2,year_group_4,year_group_3,23225
2012,TLH3,year_group_4,year_group_3,18139
2013,TLH3,year_group_4,year_group_3,18897
2014,TLH3,year_group_4,year_group_3,19005
2015,TLH3,year_group_4,year_group_3,19504
2016,TLH3,year_group_4,year_group_3,20342
2017,TLH3,year_group_4,year_group_3,21051
2018,TLH3,year_group_4,year_group_3,21137
2019,TLH3,year_group_4,year_group_3,21488
2020,TLH3,year_group_4,year_group_3,21756
2021,TLH3,year_group_4,year_group_3,21798
2022,TLH3,year_group_4,year_group_3,21515
2023,TLH3,year_group_4,year_group_3,21659
2012,TLJ4,year_group_4,year_group_3,18091
2013,TLJ4,year_group_4,year_group_3,18555
2014,TLJ4,year_group_4,year_group_3,18837
2015,TLJ4,year_group_4,year_group_3,19535
2016,TLJ4,year_group_4,year_group_3,20200
2017,TLJ4,year_group_4,year_group_3,20935
2018,TLJ4,year_group_4,year_group_3,21307
2019,TLJ4,year_group_4,year_group_3,21513
2020,TLJ4,year_group_4,year_group_3,21884
2021,TLJ4,year_group_4,year_group_3,22306
2022,TLJ4,year_group_4,year_group_3,21765
2023,TLJ4,year_group_4,year_group_3,21802
2012,TLJ1,year_group_4,year_group_3,24151
2013,TLJ1,year_group_4,year_group_3,24917
2014,TLJ1,year_group_4,year_group_3,25124
2015,TLJ1,year_group_4,year_group_3,26111
2016,TLJ1,year_group_4,year_group_3,27299
2017,TLJ1,year_group_4,year_group_3,28861
2018,TLJ1,year_group_4,year_group_3,28272
2019,TLJ1,year_group_4,year_group_3,29020
2020,TLJ1,year_group_4,year_group_3,29925
2021,TLJ1,year_group_4,year_group_3,29521
2022,TLJ1,year_group_4,year_group_3,29271
2023,TLJ1,year_group_4,year_group_3,28942
2012,TLJ2,year_group_4,year_group_3,26159
2013,TLJ2,year_group_4,year_group_3,26702
2014,TLJ2,year_group_4,year_group_3,26821
2015,TLJ2,year_group_4,year_group_3,27730
2016,TLJ2,year_group_4,year_group_3,29032
2017,TLJ2,year_group_4,year_group_3,29991
2018,TLJ2,year_group_4,year_group_3,29675
2019,TLJ2,year_group_4,year_group_3,30425
2020,TLJ2,year_group_4,year_group_3,31012
2021,TLJ2,year_group_4,year_group_3,31029
2022,TLJ2,year_group_4,year_group_3,29799
2023,TLJ2,year_group_4,year_group_3,29823
2012,TLJ3,year_group_4,year_group_3,18512
2013,TLJ3,year_group_4,year_group_3,19075
2014,TLJ3,year_group_4,year_group_3,19604
2015,TLJ3,year_group_4,year_group_3,19848
2016,TLJ3,year_group_4,year_group_3,20528
2017,TLJ3,year_group_4,year_group_3,21270
2018,TLJ3,year_group_4,year_group_3,21117
2019,TLJ3,year_group_4,year_group_3,21625
2020,TLJ3,year_group_4,year_group_3,22260
2021,TLJ3,year_group_4,year_group_3,22205
2022,TLJ3,year_group_4,year_group_3,21711
2023,TLJ3,year_group_4,year_group_3,21717
2012,TLK3,year_group_4,year_group_3,5170
2013,TLK3,year_group_4,year_group_3,5204
2014,TLK3,year_group_4,year_group_3,5396
2015,TLK3,year_group_4,year_group_3,5573
2016,TLK3,year_group_4,year_group_3,5711
2017,TLK3,year_group_4,year_group_3,5771
2018,TLK3,year_group_4,year_group_3,5865
2019,TLK3,year_group_4,year_group_3,5915
2020,TLK3,year_group_4,year_group_3,6264
2021,TLK3,year_group_4,year_group_3,6247
2022,TLK3,year_group_4,year_group_3,6138
2023,TLK3,year_group_4,year_group_3,5967
2012,TLC2,year_group_4,year_group_3,14000
2013,TLC2,year_group_4,year_group_3,14191
2014,TLC2,year_group_4,year_group_3,14500
2015,TLC2,year_group_4,year_group_3,14880
2016,TLC2,year_group_4,year_group_3,15085
2017,TLC2,year_group_4,year_group_3,15802
2018,TLC2,year_group_4,year_group_3,15587
2019,TLC2,year_group_4,year_group_3,15717
2020,TLC2,year_group_4,year_group_3,16025
2021,TLC2,year_group_4,year_group_3,16021
2022,TLC2,year_group_4,year_group_3,15591
2023,TLC2,year_group_4,year_group_3,15443
2012,TLK2,year_group_4,year_group_3,11984
2013,TLK2,year_group_4,year_group_3,11993
2014,TLK2,year_group_4,year_group_3,12298
2015,TLK2,year_group_4,year_group_3,12480
2016,TLK2,year_group_4,year_group_3,12910
2017,TLK2,year_group_4,year_group_3,13463
2018,TLK2,year_group_4,year_group_3,13410
2019,TLK2,year_group_4,year_group_3,13618
2020,TLK2,year_group_4,year_group_3,13836
2021,TLK2,year_group_4,year_group_3,13706
2022,TLK2,year_group_4,year_group_3,13315
2023,TLK2,year_group_4,year_group_3,13282
2012,TLD1,year_group_4,year_group_3,4864
2013,TLD1,year_group_4,year_group_3,4970
2014,TLD1,year_group_4,year_group_3,4873
2015,TLD1,year_group_4,year_group_3,4986
2016,TLD1,year_group_4,year_group_3,5111
2017,TLD1,year_group_4,year_group_3,5176
2018,TLD1,year_group_4,year_group_3,5247
2019,TLD1,year_group_4,year_group_3,5189
2020,TLD1,year_group_4,year_group_3,5247
2021,TLD1,year_group_4,year_group_3,5085
2022,TLD1,year_group_4,year_group_3,5136
2023,TLD1,year_group_4,year_group_3,5056
2012,TLF3,year_group_4,year_group_3,6982
2013,TLF3,year_group_4,year_group_3,7045
2014,TLF3,year_group_4,year_group_3,7224
2015,TLF3,year_group_4,year_group_3,7352
2016,TLF3,year_group_4,year_group_3,7549
2017,TLF3,year_group_4,year_group_3,8190
2018,TLF3,year_group_4,year_group_3,8015
2019,TLF3,year_group_4,year_group_3,8147
2020,TLF3,year_group_4,year_group_3,8296
2021,TLF3,year_group_4,year_group_3,8190
2022,TLF3,year_group_4,year_group_3,7909
2023,TLF3,year_group_4,year_group_3,8202
2012,TLD3,year_group_4,year_group_3,29598
2013,TLD3,year_group_4,year_group_3,30943
2014,TLD3,year_group_4,year_group_3,31841
2015,TLD3,year_group_4,year_group_3,33196
2016,TLD3,year_group_4,year_group_3,34330
2017,TLD3,year_group_4,year_group_3,35685
2018,TLD3,year_group_4,year_group_3,36258
2019,TLD3,year_group_4,year_group_3,36665
2020,TLD3,year_group_4,year_group_3,37224
2021,TLD3,year_group_4,year_group_3,37029
2022,TLD3,year_group_4,year_group_3,36860
2023,TLD3,year_group_4,year_group_3,36617
2012,TLE3,year_group_4,year_group_3,14003
2013,TLE3,year_group_4,year_group_3,14521
2014,TLE3,year_group_4,year_group_3,14899
2015,TLE3,year_group_4,year_group_3,15177
2016,TLE3,year_group_4,year_group_3,15652
2017,TLE3,year_group_4,year_group_3,16246
2018,TLE3,year_group_4,year_group_3,16122
2019,TLE3,year_group_4,year_group_3,16442
2020,TLE3,year_group_4,year_group_3,16566
2021,TLE3,year_group_4,year_group_3,16598
2022,TLE3,year_group_4,year_group_3,16337
2023,TLE3,year_group_4,year_group_3,15940
2012,TLG3,year_group_4,year_group_3,32954
2013,TLG3,year_group_4,year_group_3,33855
2014,TLG3,year_group_4,year_group_3,34586
2015,TLG3,year_group_4,year_group_3,35535
2016,TLG3,year_group_4,year_group_3,36797
2017,TLG3,year_group_4,year_group_3,38872
2018,TLG3,year_group_4,year_group_3,38601
2019,TLG3,year_group_4,year_group_3,38811
2020,TLG3,year_group_4,year_group_3,40168
2021,TLG3,year_group_4,year_group_3,40154
2022,TLG3,year_group_4,year_group_3,39528
2023,TLG3,year_group_4,year_group_3,39274
2012,TLE4,year_group_4,year_group_3,25298
2013,TLE4,year_group_4,year_group_3,26288
2014,TLE4,year_group_4,year_group_3,27029
2015,TLE4,year_group_4,year_group_3,28106
2016,TLE4,year_group_4,year_group_3,28476
2017,TLE4,year_group_4,year_group_3,29616
2018,TLE4,year_group_4,year_group_3,29979
2019,TLE4,year_group_4,year_group_3,30724
2020,TLE4,year_group_4,year_group_3,30645
2021,TLE4,year_group_4,year_group_3,30535
2022,TLE4,year_group_4,year_group_3,29991
2023,TLE4,year_group_4,year_group_3,29912
2012,TLI3,year_group_4,year_group_3,7339
2013,TLI3,year_group_4,year_group_3,7460
2014,TLI3,year_group_4,year_group_3,7532
2015,TLI3,year_group_4,year_group_3,7670
2016,TLI3,year_group_4,year_group_3,7954
2017,TLI3,year_group_4,year_group_3,7925
2018,TLI3,year_group_4,year_group_3,8074
2019,TLI3,year_group_4,year_group_3,8124
2020,TLI3,year_group_4,year_group_3,7965
2021,TLI3,year_group_4,year_group_3,7707
2022,TLI3,year_group_4,year_group_3,7387
2023,TLI3,year_group_4,year_group_3,7115
2012,TLI5,year_group_4,year_group_3,21087
2013,TLI5,year_group_4,year_group_3,21876
2014,TLI5,year_group_4,year_group_3,22632
2015,TLI5,year_group_4,year_group_3,23512
2016,TLI5,year_group_4,year_group_3,24842
2017,TLI5,year_group_4,year_group_3,25803
2018,TLI5,year_group_4,year_group_3,25190
2019,TLI5,year_group_4,year_group_3,25712
2020,TLI5,year_group_4,year_group_3,25914
2021,TLI5,year_group_4,year_group_3,25843
2022,TLI5,year_group_4,year_group_3,25135
2023,TLI5,year_group_4,year_group_3,24525
2012,TLI7,year_group_4,year_group_3,20471
2013,TLI7,year_group_4,year_group_3,21070
2014,TLI7,year_group_4,year_group_3,22213
2015,TLI7,year_group_4,year_group_3,22937
2016,TLI7,year_group_4,year_group_3,23804
2017,TLI7,year_group_4,year_group_3,25272
2018,TLI7,year_group_4,year_group_3,25033
2019,TLI7,year_group_4,year_group_3,25418
2020,TLI7,year_group_4,year_group_3,25568
2021,TLI7,year_group_4,year_group_3,25088
2022,TLI7,year_group_4,year_group_3,24457
2023,TLI7,year_group_4,year_group_3,24182
2012,TLI6,year_group_4,year_group_3,12659
2013,TLI6,year_group_4,year_group_3,13302
2014,TLI6,year_group_4,year_group_3,13614
2015,TLI6,year_group_4,year_group_3,13698
2016,TLI6,year_group_4,year_group_3,14779
2017,TLI6,year_group_4,year_group_3,15309
2018,TLI6,year_group_4,year_group_3,15198
2019,TLI6,year_group_4,year_group_3,15540
2020,TLI6,year_group_4,year_group_3,15603
2021,TLI6,year_group_4,year_group_3,15294
2022,TLI6,year_group_4,year_group_3,14846
2023,TLI6,year_group_4,year_group_3,14743
2012,TLI4,year_group_4,year_group_3,22636
2013,TLI4,year_group_4,year_group_3,23106
2014,TLI4,year_group_4,year_group_3,23913
2015,TLI4,year_group_4,year_group_3,24526
2016,TLI4,year_group_4,year_group_3,25505
2017,TLI4,year_group_4,year_group_3,26290
2018,TLI4,year_group_4,year_group_3,25608
2019,TLI4,year_group_4,year_group_3,25877
2020,TLI4,year_group_4,year_group_3,25785
2021,TLI4,year_group_4,year_group_3,25224
2022,TLI4,year_group_4,year_group_3,24187
2023,TLI4,year_group_4,year_group_3,23649
2012,TLC1,year_group_5,year_group_4,11807
2013,TLC1,year_group_5,year_group_4,12226
2014,TLC1,year_group_5,year_group_4,12685
2015,TLC1,year_group_5,year_group_4,13041
2016,TLC1,year_group_5,year_group_4,13480
2017,TLC1,year_group_5,year_group_4,13540
2018,TLC1,year_group_5,year_group_4,14010
2019,TLC1,year_group_5,year_group_4,13709
2020,TLC1,year_group_5,year_group_4,14308
2021,TLC1,year_group_5,year_group_4,14567
2022,TLC1,year_group_5,year_group_4,14320
2023,TLC1,year_group_5,year_group_4,14213
2012,TLD7,year_group_5,year_group_4,15119
2013,TLD7,year_group_5,year_group_4,15395
2014,TLD7,year_group_5,year_group_4,15831
2015,TLD7,year_group_5,year_group_4,16031
2016,TLD7,year_group_5,year_group_4,16631
2017,TLD7,year_group_5,year_group_4,16651
2018,TLD7,year_group_5,year_group_4,17406
2019,TLD7,year_group_5,year_group_4,17110
2020,TLD7,year_group_5,year_group_4,17420
2021,TLD7,year_group_5,year_group_4,17824
2022,TLD7,year_group_5,year_group_4,18171
2023,TLD7,year_group_5,year_group_4,17758
2012,TLD6,year_group_5,year_group_4,9074
2013,TLD6,year_group_5,year_group_4,9256
2014,TLD6,year_group_5,year_group_4,9573
2015,TLD6,year_group_5,year_group_4,9773
2016,TLD6,year_group_5,year_group_4,9864
2017,TLD6,year_group_5,year_group_4,10238
2018,TLD6,year_group_5,year_group_4,10722
2019,TLD6,year_group_5,year_group_4,10520
2020,TLD6,year_group_5,year_group_4,10855
2021,TLD6,year_group_5,year_group_4,10929
2022,TLD6,year_group_5,year_group_4,11166
2023,TLD6,year_group_5,year_group_4,10970
2012,TLD4,year_group_5,year_group_4,15144
2013,TLD4,year_group_5,year_group_4,15663
2014,TLD4,year_group_5,year_group_4,16201
2015,TLD4,year_group_5,year_group_4,16963
2016,TLD4,year_group_5,year_group_4,16770
2017,TLD4,year_group_5,year_group_4,17311
2018,TLD4,year_group_5,year_group_4,17922
2019,TLD4,year_group_5,year_group_4,17987
2020,TLD4,year_group_5,year_group_4,18023
2021,TLD4,year_group_5,year_group_4,18388
2022,TLD4,year_group_5,year_group_4,18329
2023,TLD4,year_group_5,year_group_4,18358
2012,TLE1,year_group_5,year_group_4,9130
2013,TLE1,year_group_5,year_group_4,9204
2014,TLE1,year_group_5,year_group_4,9717
2015,TLE1,year_group_5,year_group_4,10041
2016,TLE1,year_group_5,year_group_4,10061
2017,TLE1,year_group_5,year_group_4,10478
2018,TLE1,year_group_5,year_group_4,10721
2019,TLE1,year_group_5,year_group_4,10683
2020,TLE1,year_group_5,year_group_4,10813
2021,TLE1,year_group_5,year_group_4,10940
2022,TLE1,year_group_5,year_group_4,11334
2023,TLE1,year_group_5,year_group_4,11006
2012,TLE2,year_group_5,year_group_4,7342
2013,TLE2,year_group_5,year_group_4,7508
2014,TLE2,year_group_5,year_group_4,7583
2015,TLE2,year_group_5,year_group_4,7714
2016,TLE2,year_group_5,year_group_4,7885
2017,TLE2,year_group_5,year_group_4,7743
2018,TLE2,year_group_5,year_group_4,8275
2019,TLE2,year_group_5,year_group_4,8066
2020,TLE2,year_group_5,year_group_4,8160
2021,TLE2,year_group_5,year_group_4,8183
2022,TLE2,year_group_5,year_group_4,8151
2023,TLE2,year_group_5,year_group_4,8073
2012,TLF1,year_group_5,year_group_4,20720
2013,TLF1,year_group_5,year_group_4,21342
2014,TLF1,year_group_5,year_group_4,22133
2015,TLF1,year_group_5,year_group_4,22467
2016,TLF1,year_group_5,year_group_4,23143
2017,TLF1,year_group_5,year_group_4,23965
2018,TLF1,year_group_5,year_group_4,25012
2019,TLF1,year_group_5,year_group_4,25013
2020,TLF1,year_group_5,year_group_4,25500
2021,TLF1,year_group_5,year_group_4,25896
2022,TLF1,year_group_5,year_group_4,26168
2023,TLF1,year_group_5,year_group_4,25646
2012,TLF2,year_group_5,year_group_4,18142
2013,TLF2,year_group_5,year_group_4,18745
2014,TLF2,year_group_5,year_group_4,19336
2015,TLF2,year_group_5,year_group_4,19919
2016,TLF2,year_group_5,year_group_4,20525
2017,TLF2,year_group_5,year_group_4,21399
2018,TLF2,year_group_5,year_group_4,22273
2019,TLF2,year_group_5,year_group_4,22199
2020,TLF2,year_group_5,year_group_4,22578
2021,TLF2,year_group_5,year_group_4,23005
2022,TLF2,year_group_5,year_group_4,22994
2023,TLF2,year_group_5,year_group_4,22875
2012,TLG1,year_group_5,year_group_4,12194
2013,TLG1,year_group_5,year_group_4,12570
2014,TLG1,year_group_5,year_group_4,13198
2015,TLG1,year_group_5,year_group_4,13428
2016,TLG1,year_group_5,year_group_4,13409
2017,TLG1,year_group_5,year_group_4,14003
2018,TLG1,year_group_5,year_group_4,14293
2019,TLG1,year_group_5,year_group_4,14176
2020,TLG1,year_group_5,year_group_4,14646
2021,TLG1,year_group_5,year_group_4,15002
2022,TLG1,year_group_5,year_group_4,15132
2023,TLG1,year_group_5,year_group_4,15175
2012,TLG2,year_group_5,year_group_4,15264
2013,TLG2,year_group_5,year_group_4,15779
2014,TLG2,year_group_5,year_group_4,16413
2015,TLG2,year_group_5,year_group_4,16693
2016,TLG2,year_group_5,year_group_4,16551
2017,TLG2,year_group_5,year_group_4,17455
