year_lag1,itl221cd,current_nc_year,previous_nc_year,previous_headcount
2019,TLF1,year_group_6,year_group_5,25019
2020,TLF1,year_group_6,year_group_5,24938
2021,TLF1,year_group_6,year_group_5,25414
2022,TLF1,year_group_6,year_group_5,26137
2023,TLF1,year_group_6,year_group_5,26552
2012,TLF2,year_group_6,year_group_5,18040
2013,TLF2,year_group_6,year_group_5,18125
2014,TLF2,year_group_6,year_group_5,18781
2015,TLF2,year_group_6,year_group_5,19422
2016,TLF2,year_group_6,year_group_5,19984
2017,TLF2,year_group_6,year_group_5,20628
2018,TLF2,year_group_6,year_group_5,21429
2019,TLF2,year_group_6,year_group_5,22268
2020,TLF2,year_group_6,year_group_5,22180
2021,TLF2,year_group_6,year_group_5,22481
2022,TLF2,year_group_6,year_group_5,23048
2023,TLF2,year_group_6,year_group_5,23208
2012,TLG1,year_group_6,year_group_5,12541
2013,TLG1,year_group_6,year_group_5,12158
2014,TLG1,year_group_6,year_group_5,12588
2015,TLG1,year_group_6,year_group_5,13227
2016,TLG1,year_group_6,year_group_5,13407
2017,TLG1,year_group_6,year_group_5,13439
2018,TLG1,year_group_6,year_group_5,13998
2019,TLG1,year_group_6,year_group_5,14258
2020,TLG1,year_group_6,year_group_5,14247
2021,TLG1,year_group_6,year_group_5,14611
2022,TLG1,year_group_6,year_group_5,15061
2023,TLG1,year_group_6,year_group_5,15360
2012,TLG2,year_group_6,year_group_5,15306
2013,TLG2,year_group_6,year_group_5,15231
2014,TLG2,year_group_6,year_group_5,15798
2015,TLG2,year_group_6,year_group_5,16442
2016,TLG2,year_group_6,year_group_5,16743
2017,TLG2,year_group_6,year_group_5,16574
2018,TLG2,year_group_6,year_group_5,17486
2019,TLG2,year_group_6,year_group_5,18228
2020,TLG2,year_group_6,year_group_5,18047
2021,TLG2,year_group_6,year_group_5,18012
2022,TLG2,year_group_6,year_group_5,18704
2023,TLG2,year_group_6,year_group_5,18735
2012,TLK1,year_group_6,year_group_5,22953
2013,TLK1,year_group_6,year_group_5,22654
2014,TLK1,year_group_6,year_group_5,23753
2015,TLK1,year_group_6,year_group_5,24089
2016,TLK1,year_group_6,year_group_5,24707
2017,TLK1,year_group_6,year_group_5,25088
2018,TLK1,year_group_6,year_group_5,26315
2019,TLK1,year_group_6,year_group_5,27338
2020,TLK1,year_group_6,year_group_5,27028
2021,TLK1,year_group_6,year_group_5,27843
2022,TLK1,year_group_6,year_group_5,28467
2023,TLK1,year_group_6,year_group_5,28755
2012,TLK4,year_group_6,year_group_5,10590
2013,TLK4,year_group_6,year_group_5,10439
2014,TLK4,year_group_6,year_group_5,10841
2015,TLK4,year_group_6,year_group_5,11055
2016,TLK4,year_group_6,year_group_5,11445
2017,TLK4,year_group_6,year_group_5,11598
2018,TLK4,year_group_6,year_group_5,11958
2019,TLK4,year_group_6,year_group_5,12200
2020,TLK4,year_group_6,year_group_5,12356
2021,TLK4,year_group_6,year_group_5,12337
2022,TLK4,year_group_6,year_group_5,12810
2023,TLK4,year_group_6,year_group_5,12920
2012,TLH1,year_group_6,year_group_5,22909
2013,TLH1,year_group_6,year_group_5,22579
2014,TLH1,year_group_6,year_group_5,23264
2015,TLH1,year_group_6,year_group_5,24218
2016,TLH1,year_group_6,year_group_5,24679
2017,TLH1,year_group_6,year_group_5,24805
2018,TLH1,year_group_6,year_group_5,26052
2019,TLH1,year_group_6,year_group_5,27185
2020,TLH1,year_group_6,year_group_5,27061
2021,TLH1,year_group_6,year_group_5,27213
2022,TLH1,year_group_6,year_group_5,27914
2023,TLH1,year_group_6,year_group_5,28756
2012,TLH2,year_group_6,year_group_5,19062
2013,TLH2,year_group_6,year_group_5,18765
2014,TLH2,year_group_6,year_group_5,19649
2015,TLH2,year_group_6,year_group_5,20205
2016,TLH2,year_group_6,year_group_5,20587
2017,TLH2,year_group_6,year_group_5,21205
2018,TLH2,year_group_6,year_group_5,21951
2019,TLH2,year_group_6,year_group_5,23062
2020,TLH2,year_group_6,year_group_5,22727
2021,TLH2,year_group_6,year_group_5,23180
2022,TLH2,year_group_6,year_group_5,23812
2023,TLH2,year_group_6,year_group_5,23700
2012,TLH3,year_group_6,year_group_5,18010
2013,TLH3,year_group_6,year_group_5,17668
2014,TLH3,year_group_6,year_group_5,18232
2015,TLH3,year_group_6,year_group_5,19140
2016,TLH3,year_group_6,year_group_5,19165
2017,TLH3,year_group_6,year_group_5,19721
2018,TLH3,year_group_6,year_group_5,20411
2019,TLH3,year_group_6,year_group_5,21118
2020,TLH3,year_group_6,year_group_5,21227
2021,TLH3,year_group_6,year_group_5,21503
2022,TLH3,year_group_6,year_group_5,21801
2023,TLH3,year_group_6,year_group_5,21992
2012,TLJ4,year_group_6,year_group_5,17864
2013,TLJ4,year_group_6,year_group_5,17838
2014,TLJ4,year_group_6,year_group_5,18355
2015,TLJ4,year_group_6,year_group_5,18722
2016,TLJ4,year_group_6,year_group_5,19018
2017,TLJ4,year_group_6,year_group_5,19681
2018,TLJ4,year_group_6,year_group_5,20397
2019,TLJ4,year_group_6,year_group_5,21059
2020,TLJ4,year_group_6,year_group_5,21446
2021,TLJ4,year_group_6,year_group_5,21643
2022,TLJ4,year_group_6,year_group_5,22119
2023,TLJ4,year_group_6,year_group_5,22821
2012,TLJ1,year_group_6,year_group_5,22997
2013,TLJ1,year_group_6,year_group_5,22691
2014,TLJ1,year_group_6,year_group_5,23952
2015,TLJ1,year_group_6,year_group_5,24813
2016,TLJ1,year_group_6,year_group_5,25165
2017,TLJ1,year_group_6,year_group_5,25998
2018,TLJ1,year_group_6,year_group_5,27102
2019,TLJ1,year_group_6,year_group_5,28635
2020,TLJ1,year_group_6,year_group_5,28306
2021,TLJ1,year_group_6,year_group_5,28986
2022,TLJ1,year_group_6,year_group_5,30140
2023,TLJ1,year_group_6,year_group_5,30327
2012,TLJ2,year_group_6,year_group_5,25171
2013,TLJ2,year_group_6,year_group_5,24752
2014,TLJ2,year_group_6,year_group_5,26038
2015,TLJ2,year_group_6,year_group_5,26608
2016,TLJ2,year_group_6,year_group_5,26690
2017,TLJ2,year_group_6,year_group_5,27657
2018,TLJ2,year_group_6,year_group_5,28729
2019,TLJ2,year_group_6,year_group_5,29708
2020,TLJ2,year_group_6,year_group_5,29497
2021,TLJ2,year_group_6,year_group_5,30037
2022,TLJ2,year_group_6,year_group_5,30734
2023,TLJ2,year_group_6,year_group_5,31125
2012,TLJ3,year_group_6,year_group_5,18170
2013,TLJ3,year_group_6,year_group_5,17957
2014,TLJ3,year_group_6,year_group_5,18405
2015,TLJ3,year_group_6,year_group_5,18916
2016,TLJ3,year_group_6,year_group_5,19533
2017,TLJ3,year_group_6,year_group_5,19729
2018,TLJ3,year_group_6,year_group_5,20399
2019,TLJ3,year_group_6,year_group_5,21040
2020,TLJ3,year_group_6,year_group_5,20965
2021,TLJ3,year_group_6,year_group_5,21489
2022,TLJ3,year_group_6,year_group_5,22149
2023,TLJ3,year_group_6,year_group_5,22402
2012,TLK3,year_group_6,year_group_5,5213
2013,TLK3,year_group_6,year_group_5,5143
2014,TLK3,year_group_6,year_group_5,5257
2015,TLK3,year_group_6,year_group_5,5330
2016,TLK3,year_group_6,year_group_5,5534
2017,TLK3,year_group_6,year_group_5,5698
2018,TLK3,year_group_6,year_group_5,5807
2019,TLK3,year_group_6,year_group_5,5864
2020,TLK3,year_group_6,year_group_5,5973
2021,TLK3,year_group_6,year_group_5,5957
2022,TLK3,year_group_6,year_group_5,6287
2023,TLK3,year_group_6,year_group_5,6346
2012,TLC2,year_group_6,year_group_5,13852
2013,TLC2,year_group_6,year_group_5,13443
2014,TLC2,year_group_6,year_group_5,13945
2015,TLC2,year_group_6,year_group_5,14212
2016,TLC2,year_group_6,year_group_5,14514
2017,TLC2,year_group_6,year_group_5,14848
2018,TLC2,year_group_6,year_group_5,15065
2019,TLC2,year_group_6,year_group_5,15771
2020,TLC2,year_group_6,year_group_5,15592
2021,TLC2,year_group_6,year_group_5,15678
2022,TLC2,year_group_6,year_group_5,16045
2023,TLC2,year_group_6,year_group_5,16244
2012,TLK2,year_group_6,year_group_5,11534
2013,TLK2,year_group_6,year_group_5,11360
2014,TLK2,year_group_6,year_group_5,12055
2015,TLK2,year_group_6,year_group_5,12041
2016,TLK2,year_group_6,year_group_5,12348
2017,TLK2,year_group_6,year_group_5,12536
2018,TLK2,year_group_6,year_group_5,12901
2019,TLK2,year_group_6,year_group_5,13530
2020,TLK2,year_group_6,year_group_5,13425
2021,TLK2,year_group_6,year_group_5,13573
2022,TLK2,year_group_6,year_group_5,13875
2023,TLK2,year_group_6,year_group_5,13866
2012,TLD1,year_group_6,year_group_5,4817
2013,TLD1,year_group_6,year_group_5,4672
2014,TLD1,year_group_6,year_group_5,4843
2015,TLD1,year_group_6,year_group_5,5036
2016,TLD1,year_group_6,year_group_5,4941
2017,TLD1,year_group_6,year_group_5,5041
2018,TLD1,year_group_6,year_group_5,5112
2019,TLD1,year_group_6,year_group_5,5220
2020,TLD1,year_group_6,year_group_5,5258
2021,TLD1,year_group_6,year_group_5,5179
2022,TLD1,year_group_6,year_group_5,5275
2023,TLD1,year_group_6,year_group_5,5154
2012,TLF3,year_group_6,year_group_5,7030
2013,TLF3,year_group_6,year_group_5,6711
2014,TLF3,year_group_6,year_group_5,7112
2015,TLF3,year_group_6,year_group_5,7169
2016,TLF3,year_group_6,year_group_5,7311
2017,TLF3,year_group_6,year_group_5,7515
2018,TLF3,year_group_6,year_group_5,7639
2019,TLF3,year_group_6,year_group_5,8208
2020,TLF3,year_group_6,year_group_5,8020
2021,TLF3,year_group_6,year_group_5,8196
2022,TLF3,year_group_6,year_group_5,8406
2023,TLF3,year_group_6,year_group_5,8448
2012,TLD3,year_group_6,year_group_5,28734
2013,TLD3,year_group_6,year_group_5,28782
2014,TLD3,year_group_6,year_group_5,29722
2015,TLD3,year_group_6,year_group_5,31262
2016,TLD3,year_group_6,year_group_5,32363
2017,TLD3,year_group_6,year_group_5,33617
2018,TLD3,year_group_6,year_group_5,34536
2019,TLD3,year_group_6,year_group_5,35694
2020,TLD3,year_group_6,year_group_5,36428
2021,TLD3,year_group_6,year_group_5,36656
2022,TLD3,year_group_6,year_group_5,37548
2023,TLD3,year_group_6,year_group_5,37759
2012,TLE3,year_group_6,year_group_5,13615
2013,TLE3,year_group_6,year_group_5,13503
2014,TLE3,year_group_6,year_group_5,14060
2015,TLE3,year_group_6,year_group_5,14573
2016,TLE3,year_group_6,year_group_5,14834
2017,TLE3,year_group_6,year_group_5,15137
2018,TLE3,year_group_6,year_group_5,15571
2019,TLE3,year_group_6,year_group_5,16231
2020,TLE3,year_group_6,year_group_5,16080
2021,TLE3,year_group_6,year_group_5,16274
2022,TLE3,year_group_6,year_group_5,16542
2023,TLE3,year_group_6,year_group_5,16799
2012,TLG3,year_group_6,year_group_5,31747
2013,TLG3,year_group_6,year_group_5,31796
2014,TLG3,year_group_6,year_group_5,33216
2015,TLG3,year_group_6,year_group_5,34206
2016,TLG3,year_group_6,year_group_5,34986
2017,TLG3,year_group_6,year_group_5,36219
2018,TLG3,year_group_6,year_group_5,37210
2019,TLG3,year_group_6,year_group_5,39002
2020,TLG3,year_group_6,year_group_5,38674
2021,TLG3,year_group_6,year_group_5,38710
2022,TLG3,year_group_6,year_group_5,40145
2023,TLG3,year_group_6,year_group_5,40897
2012,TLE4,year_group_6,year_group_5,24364
2013,TLE4,year_group_6,year_group_5,24626
2014,TLE4,year_group_6,year_group_5,25362
2015,TLE4,year_group_6,year_group_5,26494
2016,TLE4,year_group_6,year_group_5,27042
2017,TLE4,year_group_6,year_group_5,28030
2018,TLE4,year_group_6,year_group_5,28463
2019,TLE4,year_group_6,year_group_5,29661
2020,TLE4,year_group_6,year_group_5,29998
2021,TLE4,year_group_6,year_group_5,30592
2022,TLE4,year_group_6,year_group_5,30546
2023,TLE4,year_group_6,year_group_5,30872
2012,TLI3,year_group_6,year_group_5,6972
2013,TLI3,year_group_6,year_group_5,6942
2014,TLI3,year_group_6,year_group_5,7130
2015,TLI3,year_group_6,year_group_5,7315
2016,TLI3,year_group_6,year_group_5,7381
2017,TLI3,year_group_6,year_group_5,7441
2018,TLI3,year_group_6,year_group_5,7689
2019,TLI3,year_group_6,year_group_5,7678
2020,TLI3,year_group_6,year_group_5,7734
2021,TLI3,year_group_6,year_group_5,7751
2022,TLI3,year_group_6,year_group_5,7630
2023,TLI3,year_group_6,year_group_5,7378
2012,TLI5,year_group_6,year_group_5,19992
2013,TLI5,year_group_6,year_group_5,20155
2014,TLI5,year_group_6,year_group_5,21191
2015,TLI5,year_group_6,year_group_5,22004
2016,TLI5,year_group_6,year_group_5,22742
2017,TLI5,year_group_6,year_group_5,23507
2018,TLI5,year_group_6,year_group_5,24521
2019,TLI5,year_group_6,year_group_5,25425
2020,TLI5,year_group_6,year_group_5,24892
2021,TLI5,year_group_6,year_group_5,25193
2022,TLI5,year_group_6,year_group_5,25236
2023,TLI5,year_group_6,year_group_5,25578
2012,TLI7,year_group_6,year_group_5,19244
2013,TLI7,year_group_6,year_group_5,19418
2014,TLI7,year_group_6,year_group_5,20551
2015,TLI7,year_group_6,year_group_5,21088
2016,TLI7,year_group_6,year_group_5,22239
2017,TLI7,year_group_6,year_group_5,22914
2018,TLI7,year_group_6,year_group_5,23515
2019,TLI7,year_group_6,year_group_5,24962
2020,TLI7,year_group_6,year_group_5,24816
2021,TLI7,year_group_6,year_group_5,24904
2022,TLI7,year_group_6,year_group_5,24963
2023,TLI7,year_group_6,year_group_5,25150
2012,TLI6,year_group_6,year_group_5,12181
2013,TLI6,year_group_6,year_group_5,11994
2014,TLI6,year_group_6,year_group_5,12488
2015,TLI6,year_group_6,year_group_5,13145
2016,TLI6,year_group_6,year_group_5,13438
2017,TLI6,year_group_6,year_group_5,13513
2018,TLI6,year_group_6,year_group_5,14559
2019,TLI6,year_group_6,year_group_5,15056
2020,TLI6,year_group_6,year_group_5,14918
2021,TLI6,year_group_6,year_group_5,15134
2022,TLI6,year_group_6,year_group_5,15269
2023,TLI6,year_group_6,year_group_5,15359
2012,TLI4,year_group_6,year_group_5,20845
2013,TLI4,year_group_6,year_group_5,21215
2014,TLI4,year_group_6,year_group_5,22424
2015,TLI4,year_group_6,year_group_5,22936
2016,TLI4,year_group_6,year_group_5,23814
2017,TLI4,year_group_6,year_group_5,24160
2018,TLI4,year_group_6,year_group_5,25064
2019,TLI4,year_group_6,year_group_5,25761
2020,TLI4,year_group_6,year_group_5,25084
2021,TLI4,year_group_6,year_group_5,25114
2022,TLI4,year_group_6,year_group_5,24873
2023,TLI4,year_group_6,year_group_5,24535
2012,TLC1,year_group_7,year_group_6,12103
2013,TLC1,year_group_7,year_group_6,11538
2014,TLC1,year_group_7,year_group_6,11527
2015,TLC1,year_group_7,year_group_6,11934
2016,TLC1,year_group_7,year_group_6,12454
2017,TLC1,year_group_7,year_group_6,12847
2018,TLC1,year_group_7,year_group_6,13093
2019,TLC1,year_group_7,year_group_6,13268
2020,TLC1,year_group_7,year_group_6,13635
2021,TLC1,year_group_7,year_group_6,13317
2022,TLC1,year_group_7,year_group_6,13881
2023,TLC1,year_group_7,year_group_6,14271
2012,TLD7,year_group_7,year_group_6,15407
2013,TLD7,year_group_7,year_group_6,15159
2014,TLD7,year_group_7,year_group_6,14923
2015,TLD7,year_group_7,year_group_6,15255
2016,TLD7,year_group_7,year_group_6,15663
2017,TLD7,year_group_7,year_group_6,15850
2018,TLD7,year_group_7,year_group_6,16416
2019,TLD7,year_group_7,year_group_6,16422
2020,TLD7,year_group_7,year_group_6,17077
2021,TLD7,year_group_7,year_group_6,16772
2022,TLD7,year_group_7,year_group_6,17133
2023,TLD7,year_group_7,year_group_6,17474
2012,TLD6,year_group_7,year_group_6,9427
2013,TLD6,year_group_7,year_group_6,9112
2014,TLD6,year_group_7,year_group_6,9048
2015,TLD6,year_group_7,year_group_6,9298
2016,TLD6,year_group_7,year_group_6,9585
2017,TLD6,year_group_7,year_group_6,9910
2018,TLD6,year_group_7,year_group_6,9924
2019,TLD6,year_group_7,year_group_6,10306
2020,TLD6,year_group_7,year_group_6,10703
2021,TLD6,year_group_7,year_group_6,10465
2022,TLD6,year_group_7,year_group_6,10805
2023,TLD6,year_group_7,year_group_6,11017
2012,TLD4,year_group_7,year_group_6,15245
2013,TLD4,year_group_7,year_group_6,15248
2014,TLD4,year_group_7,year_group_6,14748
2015,TLD4,year_group_7,year_group_6,15398
2016,TLD4,year_group_7,year_group_6,15989
2017,TLD4,year_group_7,year_group_6,16648
2018,TLD4,year_group_7,year_group_6,16395
2019,TLD4,year_group_7,year_group_6,16902
2020,TLD4,year_group_7,year_group_6,17442
2021,TLD4,year_group_7,year_group_6,17456
2022,TLD4,year_group_7,year_group_6,17491
2023,TLD4,year_group_7,year_group_6,17965
2012,TLE1,year_group_7,year_group_6,9229
2013,TLE1,year_group_7,year_group_6,9227
2014,TLE1,year_group_7,year_group_6,9010
2015,TLE1,year_group_7,year_group_6,9041
2016,TLE1,year_group_7,year_group_6,9656
2017,TLE1,year_group_7,year_group_6,9893
2018,TLE1,year_group_7,year_group_6,9992
2019,TLE1,year_group_7,year_group_6,10351
2020,TLE1,year_group_7,year_group_6,10667
2021,TLE1,year_group_7,year_group_6,10496
2022,TLE1,year_group_7,year_group_6,10675
2023,TLE1,year_group_7,year_group_6,10941
2012,TLE2,year_group_7,year_group_6,7844
2013,TLE2,year_group_7,year_group_6,7657
2014,TLE2,year_group_7,year_group_6,7690
2015,TLE2,year_group_7,year_group_6,7975
2016,TLE2,year_group_7,year_group_6,8097
2017,TLE2,year_group_7,year_group_6,8177
2018,TLE2,year_group_7,year_group_6,8296
2019,TLE2,year_group_7,year_group_6,8223
2020,TLE2,year_group_7,year_group_6,8619
2021,TLE2,year_group_7,year_group_6,8405
2022,TLE2,year_group_7,year_group_6,8462
2023,TLE2,year_group_7,year_group_6,8563
2012,TLF1,year_group_7,year_group_6,21032
2013,TLF1,year_group_7,year_group_6,20479
2014,TLF1,year_group_7,year_group_6,20270
2015,TLF1,year_group_7,year_group_6,20962
2016,TLF1,year_group_7,year_group_6,21670
2017,TLF1,year_group_7,year_group_6,21972
2018,TLF1,year_group_7,year_group_6,22635
2019,TLF1,year_group_7,year_group_6,23488
2020,TLF1,year_group_7,year_group_6,24333
2021,TLF1,year_group_7,year_group_6,24293
2022,TLF1,year_group_7,year_group_6,24945
2023,TLF1,year_group_7,year_group_6,25651
2012,TLF2,year_group_7,year_group_6,18275
2013,TLF2,year_group_7,year_group_6,17663
2014,TLF2,year_group_7,year_group_6,17782
2015,TLF2,year_group_7,year_group_6,18473
2016,TLF2,year_group_7,year_group_6,19130
2017,TLF2,year_group_7,year_group_6,19711
2018,TLF2,year_group_7,year_group_6,20268
2019,TLF2,year_group_7,year_group_6,20954
2020,TLF2,year_group_7,year_group_6,21760
2021,TLF2,year_group_7,year_group_6,21643
2022,TLF2,year_group_7,year_group_6,21999
2023,TLF2,year_group_7,year_group_6,22562
2012,TLG1,year_group_7,year_group_6,13029
2013,TLG1,year_group_7,year_group_6,12724
2014,TLG1,year_group_7,year_group_6,12486
2015,TLG1,year_group_7,year_group_6,12904
2016,TLG1,year_group_7,year_group_6,13524
2017,TLG1,year_group_7,year_group_6,13850
2018,TLG1,year_group_7,year_group_6,13825
2019,TLG1,year_group_7,year_group_6,14432
2020,TLG1,year_group_7,year_group_6,14686
2021,TLG1,year_group_7,year_group_6,14655
2022,TLG1,year_group_7,year_group_6,14955
2023,TLG1,year_group_7,year_group_6,15486
2012,TLG2,year_group_7,year_group_6,16004
2013,TLG2,year_group_7,year_group_6,15283
2014,TLG2,year_group_7,year_group_6,15250
2015,TLG2,year_group_7,year_group_6,15725
2016,TLG2,year_group_7,year_group_6,16405
2017,TLG2,year_group_7,year_group_6,16593
2018,TLG2,year_group_7,year_group_6,16426
2019,TLG2,year_group_7,year_group_6,17497
2020,TLG2,year_group_7,year_group_6,18244
2021,TLG2,year_group_7,year_group_6,17819
2022,TLG2,year_group_7,year_group_6,17948
2023,TLG2,year_group_7,year_group_6,18795
2012,TLK1,year_group_7,year_group_6,23363
2013,TLK1,year_group_7,year_group_6,22874
2014,TLK1,year_group_7,year_group_6,22688
2015,TLK1,year_group_7,year_group_6,23588
2016,TLK1,year_group_7,year_group_6,23957
2017,TLK1,year_group_7,year_group_6,24539
2018,TLK1,year_group_7,year_group_6,24855
2019,TLK1,year_group_7,year_group_6,25937
2020,TLK1,year_group_7,year_group_6,27019
2021,TLK1,year_group_7,year_group_6,26614
2022,TLK1,year_group_7,year_group_6,27428
2023,TLK1,year_group_7,year_group_6,28151
2012,TLK4,year_group_7,year_group_6,10987
2013,TLK4,year_group_7,year_group_6,10526
2014,TLK4,year_group_7,year_group_6,10427
2015,TLK4,year_group_7,year_group_6,10864
2016,TLK4,year_group_7,year_group_6,11064
2017,TLK4,year_group_7,year_group_6,11430
2018,TLK4,year_group_7,year_group_6,11604
2019,TLK4,year_group_7,year_group_6,11827
2020,TLK4,year_group_7,year_group_6,12030
2021,TLK4,year_group_7,year_group_6,12080
2022,TLK4,year_group_7,year_group_6,12153
2023,TLK4,year_group_7,year_group_6,12624
2012,TLH1,year_group_7,year_group_6,23140
2013,TLH1,year_group_7,year_group_6,22613
2014,TLH1,year_group_7,year_group_6,22286
2015,TLH1,year_group_7,year_group_6,23063
2016,TLH1,year_group_7,year_group_6,23876
2017,TLH1,year_group_7,year_group_6,24339
2018,TLH1,year_group_7,year_group_6,24328
2019,TLH1,year_group_7,year_group_6,25492
2020,TLH1,year_group_7,year_group_6,26705
2021,TLH1,year_group_7,year_group_6,26351
2022,TLH1,year_group_7,year_group_6,26707
2023,TLH1,year_group_7,year_group_6,27425
2012,TLH2,year_group_7,year_group_6,19502
2013,TLH2,year_group_7,year_group_6,19685
2014,TLH2,year_group_7,year_group_6,19486
2015,TLH2,year_group_7,year_group_6,20317
2016,TLH2,year_group_7,year_group_6,20811
2017,TLH2,year_group_7,year_group_6,21157
2018,TLH2,year_group_7,year_group_6,21696
2019,TLH2,year_group_7,year_group_6,22607
2020,TLH2,year_group_7,year_group_6,23575
2021,TLH2,year_group_7,year_group_6,23293
2022,TLH2,year_group_7,year_group_6,23839
2023,TLH2,year_group_7,year_group_6,24599
2012,TLH3,year_group_7,year_group_6,18416
2013,TLH3,year_group_7,year_group_6,18155
2014,TLH3,year_group_7,year_group_6,17820
2015,TLH3,year_group_7,year_group_6,18370
2016,TLH3,year_group_7,year_group_6,19363
2017,TLH3,year_group_7,year_group_6,19385
2018,TLH3,year_group_7,year_group_6,19928
2019,TLH3,year_group_7,year_group_6,20585
2020,TLH3,year_group_7,year_group_6,21338
2021,TLH3,year_group_7,year_group_6,21255
2022,TLH3,year_group_7,year_group_6,21659
2023,TLH3,year_group_7,year_group_6,22024
2012,TLJ4,year_group_7,year_group_6,18496
2013,TLJ4,year_group_7,year_group_6,18286
2014,TLJ4,year_group_7,year_group_6,18447
2015,TLJ4,year_group_7,year_group_6,19004
2016,TLJ4,year_group_7,year_group_6,19355
2017,TLJ4,year_group_7,year_group_6,19759
2018,TLJ4,year_group_7,year_group_6,20524
2019,TLJ4,year_group_7,year_group_6,21214
2020,TLJ4,year_group_7,year_group_6,21951
2021,TLJ4,year_group_7,year_group_6,22219
2022,TLJ4,year_group_7,year_group_6,22567
2023,TLJ4,year_group_7,year_group_6,22944
2012,TLJ1,year_group_7,year_group_6,23208
2013,TLJ1,year_group_7,year_group_6,23155
2014,TLJ1,year_group_7,year_group_6,22962
2015,TLJ1,year_group_7,year_group_6,24160
2016,TLJ1,year_group_7,year_group_6,25100
2017,TLJ1,year_group_7,year_group_6,25423
2018,TLJ1,year_group_7,year_group_6,26130
2019,TLJ1,year_group_7,year_group_6,27294
2020,TLJ1,year_group_7,year_group_6,28787
2021,TLJ1,year_group_7,year_group_6,28337
2022,TLJ1,year_group_7,year_group_6,29060
2023,TLJ1,year_group_7,year_group_6,30101
2012,TLJ2,year_group_7,year_group_6,25284
2013,TLJ2,year_group_7,year_group_6,24795
2014,TLJ2,year_group_7,year_group_6,24279
2015,TLJ2,year_group_7,year_group_6,25480
2016,TLJ2,year_group_7,year_group_6,26237
2017,TLJ2,year_group_7,year_group_6,26067
2018,TLJ2,year_group_7,year_group_6,26943
2019,TLJ2,year_group_7,year_group_6,28033
2020,TLJ2,year_group_7,year_group_6,28928
2021,TLJ2,year_group_7,year_group_6,28698
2022,TLJ2,year_group_7,year_group_6,29068
2023,TLJ2,year_group_7,year_group_6,29980
2012,TLJ3,year_group_7,year_group_6,18039
2013,TLJ3,year_group_7,year_group_6,17443
2014,TLJ3,year_group_7,year_group_6,17169
2015,TLJ3,year_group_7,year_group_6,17676
2016,TLJ3,year_group_7,year_group_6,18198
2017,TLJ3,year_group_7,year_group_6,18774
2018,TLJ3,year_group_7,year_group_6,18843
2019,TLJ3,year_group_7,year_group_6,19467
2020,TLJ3,year_group_7,year_group_6,19997
2021,TLJ3,year_group_7,year_group_6,19894
2022,TLJ3,year_group_7,year_group_6,20464
2023,TLJ3,year_group_7,year_group_6,21133
2012,TLK3,year_group_7,year_group_6,5422
2013,TLK3,year_group_7,year_group_6,5234
2014,TLK3,year_group_7,year_group_6,5177
2015,TLK3,year_group_7,year_group_6,5227
2016,TLK3,year_group_7,year_group_6,5279
2017,TLK3,year_group_7,year_group_6,5499
2018,TLK3,year_group_7,year_group_6,5629
2019,TLK3,year_group_7,year_group_6,5781
2020,TLK3,year_group_7,year_group_6,5866
2021,TLK3,year_group_7,year_group_6,5898
2022,TLK3,year_group_7,year_group_6,5948
2023,TLK3,year_group_7,year_group_6,6256
2012,TLC2,year_group_7,year_group_6,13891
2013,TLC2,year_group_7,year_group_6,13753
2014,TLC2,year_group_7,year_group_6,13423
2015,TLC2,year_group_7,year_group_6,13919
2016,TLC2,year_group_7,year_group_6,14089
2017,TLC2,year_group_7,year_group_6,14377
2018,TLC2,year_group_7,year_group_6,14679
2019,TLC2,year_group_7,year_group_6,14838
2020,TLC2,year_group_7,year_group_6,15483
2021,TLC2,year_group_7,year_group_6,15242
2022,TLC2,year_group_7,year_group_6,15331
2023,TLC2,year_group_7,year_group_6,15799
2012,TLK2,year_group_7,year_group_6,12295
2013,TLK2,year_group_7,year_group_6,11714
2014,TLK2,year_group_7,year_group_6,11570
2015,TLK2,year_group_7,year_group_6,12257
2016,TLK2,year_group_7,year_group_6,12234
2017,TLK2,year_group_7,year_group_6,12486
2018,TLK2,year_group_7,year_group_6,12665
2019,TLK2,year_group_7,year_group_6,13019
2020,TLK2,year_group_7,year_group_6,13535
2021,TLK2,year_group_7,year_group_6,13463
2022,TLK2,year_group_7,year_group_6,13639
2023,TLK2,year_group_7,year_group_6,13979
2012,TLD1,year_group_7,year_group_6,5135
2013,TLD1,year_group_7,year_group_6,4969
2014,TLD1,year_group_7,year_group_6,4805
2015,TLD1,year_group_7,year_group_6,5031
2016,TLD1,year_group_7,year_group_6,5204
2017,TLD1,year_group_7,year_group_6,5119
2018,TLD1,year_group_7,year_group_6,5273
2019,TLD1,year_group_7,year_group_6,5293
2020,TLD1,year_group_7,year_group_6,5480
2021,TLD1,year_group_7,year_group_6,5480
2022,TLD1,year_group_7,year_group_6,5461
2023,TLD1,year_group_7,year_group_6,5554
2012,TLF3,year_group_7,year_group_6,7734
2013,TLF3,year_group_7,year_group_6,7426
2014,TLF3,year_group_7,year_group_6,7177
2015,TLF3,year_group_7,year_group_6,7605
2016,TLF3,year_group_7,year_group_6,7682
2017,TLF3,year_group_7,year_group_6,7858
2018,TLF3,year_group_7,year_group_6,8045
2019,TLF3,year_group_7,year_group_6,8169
2020,TLF3,year_group_7,year_group_6,8618
2021,TLF3,year_group_7,year_group_6,8381
